team,game,season,starting_minute,end_minute,0,1,2,3,4
SAC,201601260POR,2016,41,41,Darren Collison,DeMarcus Cousins,Marco Belinelli,Rajon Rondo,Willie Cauley-Stein
SAC,201601260POR,2016,42,43,Marco Belinelli,Omri Casspi,Quincy Acy,Seth Curry,Willie Cauley-Stein
SAC,201601260POR,2016,44,47,Ben McLemore,James Anderson,Quincy Acy,Seth Curry,Willie Cauley-Stein
POR,201601260POR,2016,0,7,Al-Farouq Aminu,C.J. McCollum,Damian Lillard,Mason Plumlee,Noah Vonleh
POR,201601260POR,2016,8,8,Al-Farouq Aminu,Allen Crabbe,Damian Lillard,Mason Plumlee,Meyers Leonard
POR,201601260POR,2016,9,9,Al-Farouq Aminu,Allen Crabbe,Damian Lillard,Ed Davis,Meyers Leonard
POR,201601260POR,2016,10,11,Allen Crabbe,Damian Lillard,Ed Davis,Gerald Henderson,Meyers Leonard
POR,201601260POR,2016,12,18,Allen Crabbe,C.J. McCollum,Ed Davis,Gerald Henderson,Meyers Leonard
POR,201601260POR,2016,19,21,Al-Farouq Aminu,Allen Crabbe,Damian Lillard,Ed Davis,Mason Plumlee
POR,201601260POR,2016,22,23,Al-Farouq Aminu,C.J. McCollum,Damian Lillard,Mason Plumlee,Noah Vonleh
POR,201601260POR,2016,24,24,Al-Farouq Aminu,Allen Crabbe,C.J. McCollum,Damian Lillard,Mason Plumlee
POR,201601260POR,2016,25,31,Al-Farouq Aminu,C.J. McCollum,Damian Lillard,Mason Plumlee,Noah Vonleh
POR,201601260POR,2016,32,32,Al-Farouq Aminu,Allen Crabbe,Damian Lillard,Mason Plumlee,Meyers Leonard
POR,201601260POR,2016,33,36,Allen Crabbe,Damian Lillard,Ed Davis,Gerald Henderson,Meyers Leonard
POR,201601260POR,2016,37,41,Allen Crabbe,C.J. McCollum,Ed Davis,Gerald Henderson,Meyers Leonard
POR,201601260POR,2016,42,43,Allen Crabbe,Damian Lillard,Ed Davis,Gerald Henderson,Meyers Leonard
POR,201601260POR,2016,44,45,Allen Crabbe,Damian Lillard,Gerald Henderson,Meyers Leonard,Noah Vonleh
POR,201601260POR,2016,46,47,Chris Kaman,Maurice Harkless,Noah Vonleh,Pat Connaughton,Tim Frazier
SAC,201601280NOP,2016,0,6,Ben McLemore,DeMarcus Cousins,Omri Casspi,Rajon Rondo,Willie Cauley-Stein
SAC,201601280NOP,2016,7,12,DeMarcus Cousins,James Anderson,Marco Belinelli,Omri Casspi,Rajon Rondo
SAC,201601280NOP,2016,13,15,Darren Collison,James Anderson,Kosta Koufos,Marco Belinelli,Quincy Acy
SAC,201601280NOP,2016,16,17,Ben McLemore,Darren Collison,Kosta Koufos,Marco Belinelli,Quincy Acy
SAC,201601280NOP,2016,18,19,Ben McLemore,Darren Collison,DeMarcus Cousins,Marco Belinelli,Quincy Acy
SAC,201601280NOP,2016,20,22,Ben McLemore,Darren Collison,DeMarcus Cousins,Quincy Acy,Rajon Rondo
SAC,201601280NOP,2016,23,24,Ben McLemore,Darren Collison,DeMarcus Cousins,Rajon Rondo,Willie Cauley-Stein
SAC,201601280NOP,2016,25,29,Ben McLemore,DeMarcus Cousins,Omri Casspi,Quincy Acy,Rajon Rondo
SAC,201601280NOP,2016,30,32,Ben McLemore,DeMarcus Cousins,James Anderson,Rajon Rondo,Willie Cauley-Stein
SAC,201601280NOP,2016,33,34,DeMarcus Cousins,James Anderson,Marco Belinelli,Rajon Rondo,Willie Cauley-Stein
SAC,201601280NOP,2016,35,37,Darren Collison,Kosta Koufos,Marco Belinelli,Rajon Rondo,Willie Cauley-Stein
SAC,201601280NOP,2016,38,38,Darren Collison,Kosta Koufos,Marco Belinelli,Omri Casspi,Quincy Acy
SAC,201601280NOP,2016,39,40,Darren Collison,DeMarcus Cousins,Omri Casspi,Quincy Acy,Rajon Rondo
SAC,201601280NOP,2016,41,47,Ben McLemore,Darren Collison,DeMarcus Cousins,Omri Casspi,Rajon Rondo
NOP,201601280NOP,2016,0,7,Alonzo Gee,Bryce Dejean-Jones,Norris Cole,Omer Asik,Ryan Anderson
NOP,201601280NOP,2016,8,10,Alonzo Gee,Jrue Holiday,Norris Cole,Omer Asik,Ryan Anderson
NOP,201601280NOP,2016,11,12,Alonzo Gee,Jrue Holiday,Kendrick Perkins,Ryan Anderson,Toney Douglas
NOP,201601280NOP,2016,13,16,Alexis Ajinca,Bryce Dejean-Jones,Dante Cunningham,Jrue Holiday,Toney Douglas
NOP,201601280NOP,2016,17,17,Bryce Dejean-Jones,Dante Cunningham,Jrue Holiday,Ryan Anderson,Toney Douglas
NOP,201601280NOP,2016,18,20,Bryce Dejean-Jones,Jrue Holiday,Norris Cole,Omer Asik,Ryan Anderson
NOP,201601280NOP,2016,21,22,Bryce Dejean-Jones,Jrue Holiday,Kendrick Perkins,Norris Cole,Ryan Anderson
NOP,201601280NOP,2016,23,24,Alonzo Gee,Kendrick Perkins,Norris Cole,Ryan Anderson,Toney Douglas
NOP,201601280NOP,2016,25,29,Alonzo Gee,Bryce Dejean-Jones,Norris Cole,Omer Asik,Ryan Anderson
NOP,201601280NOP,2016,30,32,Alexis Ajinca,Alonzo Gee,Bryce Dejean-Jones,Jrue Holiday,Ryan Anderson
NOP,201601280NOP,2016,33,36,Alexis Ajinca,Alonzo Gee,Jrue Holiday,Norris Cole,Ryan Anderson
NOP,201601280NOP,2016,37,37,Alexis Ajinca,Bryce Dejean-Jones,Jrue Holiday,Norris Cole,Ryan Anderson
NOP,201601280NOP,2016,38,39,Alexis Ajinca,Bryce Dejean-Jones,Dante Cunningham,Jrue Holiday,Norris Cole
NOP,201601280NOP,2016,40,41,Bryce Dejean-Jones,Dante Cunningham,Jrue Holiday,Norris Cole,Omer Asik
NOP,201601280NOP,2016,42,45,Bryce Dejean-Jones,Jrue Holiday,Norris Cole,Omer Asik,Ryan Anderson
NOP,201601280NOP,2016,46,47,Alonzo Gee,Jrue Holiday,Norris Cole,Omer Asik,Ryan Anderson
SAC,201601300MEM,2016,0,4,Ben McLemore,DeMarcus Cousins,Rajon Rondo,Rudy Gay,Willie Cauley-Stein
SAC,201601300MEM,2016,5,8,Ben McLemore,DeMarcus Cousins,Kosta Koufos,Rajon Rondo,Rudy Gay
SAC,201601300MEM,2016,9,9,Darren Collison,Kosta Koufos,Rajon Rondo,Rudy Gay,Willie Cauley-Stein
SAC,201601300MEM,2016,10,10,Darren Collison,Kosta Koufos,Omri Casspi,Rajon Rondo,Rudy Gay
SAC,201601300MEM,2016,11,12,Darren Collison,James Anderson,Kosta Koufos,Omri Casspi,Rudy Gay
SAC,201601300MEM,2016,13,15,Ben McLemore,Darren Collison,DeMarcus Cousins,James Anderson,Omri Casspi
SAC,201601300MEM,2016,16,16,Ben McLemore,Darren Collison,DeMarcus Cousins,Omri Casspi,Willie Cauley-Stein
SAC,201601300MEM,2016,17,17,Ben McLemore,Kosta Koufos,Omri Casspi,Rajon Rondo,Willie Cauley-Stein
SAC,201601300MEM,2016,18,19,Ben McLemore,Omri Casspi,Rajon Rondo,Rudy Gay,Willie Cauley-Stein
SAC,201601300MEM,2016,20,20,Ben McLemore,James Anderson,Rajon Rondo,Rudy Gay,Willie Cauley-Stein
SAC,201601300MEM,2016,21,21,Darren Collison,James Anderson,Rajon Rondo,Rudy Gay,Willie Cauley-Stein
SAC,201601300MEM,2016,22,24,Darren Collison,James Anderson,Quincy Acy,Rajon Rondo,Rudy Gay
SAC,201601300MEM,2016,25,28,Ben McLemore,DeMarcus Cousins,Rajon Rondo,Rudy Gay,Willie Cauley-Stein
SAC,201601300MEM,2016,29,31,Ben McLemore,DeMarcus Cousins,Quincy Acy,Rajon Rondo,Rudy Gay
SAC,201601300MEM,2016,32,32,Ben McLemore,DeMarcus Cousins,Omri Casspi,Quincy Acy,Rajon Rondo
SAC,201601300MEM,2016,33,34,Darren Collison,DeMarcus Cousins,Omri Casspi,Quincy Acy,Rajon Rondo
SAC,201601300MEM,2016,35,36,Darren Collison,DeMarcus Cousins,James Anderson,Omri Casspi,Quincy Acy
SAC,201601300MEM,2016,37,39,Darren Collison,James Anderson,Kosta Koufos,Omri Casspi,Rudy Gay
SAC,201601300MEM,2016,40,41,Darren Collison,DeMarcus Cousins,James Anderson,Omri Casspi,Rudy Gay
SAC,201601300MEM,2016,42,45,Darren Collison,DeMarcus Cousins,Omri Casspi,Rajon Rondo,Rudy Gay
SAC,201601300MEM,2016,46,46,Ben McLemore,Darren Collison,DeMarcus Cousins,Omri Casspi,Rudy Gay
SAC,201601300MEM,2016,47,47,Ben McLemore,Darren Collison,Kosta Koufos,Omri Casspi,Rudy Gay
MEM,201601300MEM,2016,0,6,Courtney Lee,Marc Gasol,Mike Conley,Tony Allen,Zach Randolph
MEM,201601300MEM,2016,7,7,Courtney Lee,Marc Gasol,Mario Chalmers,Tony Allen,Zach Randolph
MEM,201601300MEM,2016,8,9,Courtney Lee,Jeff Green,Marc Gasol,Mario Chalmers,Zach Randolph
MEM,201601300MEM,2016,10,12,Courtney Lee,Jeff Green,Marc Gasol,Mario Chalmers,Matt Barnes
MEM,201601300MEM,2016,13,14,Jeff Green,Mario Chalmers,Matt Barnes,Ryan Hollins,Vince Carter
MEM,201601300MEM,2016,15,16,Jeff Green,Matt Barnes,Mike Conley,Ryan Hollins,Vince Carter
MEM,201601300MEM,2016,17,19,Jeff Green,Matt Barnes,Mike Conley,Vince Carter,Zach Randolph
MEM,201601300MEM,2016,20,20,Courtney Lee,Mike Conley,Tony Allen,Vince Carter,Zach Randolph
MEM,201601300MEM,2016,21,21,Courtney Lee,Marc Gasol,Mike Conley,Tony Allen,Zach Randolph
MEM,201601300MEM,2016,22,22,Courtney Lee,Marc Gasol,Mario Chalmers,Tony Allen,Zach Randolph
MEM,201601300MEM,2016,23,24,Courtney Lee,Jeff Green,Marc Gasol,Mario Chalmers,Tony Allen
MEM,201601300MEM,2016,25,31,Courtney Lee,Marc Gasol,Mike Conley,Tony Allen,Zach Randolph
MEM,201601300MEM,2016,32,32,Courtney Lee,Jeff Green,Marc Gasol,Mario Chalmers,Tony Allen
MEM,201601300MEM,2016,33,35,Courtney Lee,Jeff Green,Marc Gasol,Mario Chalmers,Matt Barnes
MEM,201601300MEM,2016,36,38,Jeff Green,Mario Chalmers,Matt Barnes,Ryan Hollins,Vince Carter
MEM,201601300MEM,2016,39,41,Jeff Green,Matt Barnes,Mike Conley,Ryan Hollins,Vince Carter
MEM,201601300MEM,2016,42,44,Jeff Green,Marc Gasol,Matt Barnes,Mike Conley,Tony Allen
MEM,201601300MEM,2016,45,47,Courtney Lee,Marc Gasol,Mike Conley,Tony Allen,Zach Randolph
SAC,201602010SAC,2016,0,6,Kosta Koufos,Marco Belinelli,Rajon Rondo,Rudy Gay,Willie Cauley-Stein
SAC,201602010SAC,2016,7,7,Kosta Koufos,Marco Belinelli,Quincy Acy,Rajon Rondo,Rudy Gay
SAC,201602010SAC,2016,8,8,Kosta Koufos,Omri Casspi,Quincy Acy,Rajon Rondo,Rudy Gay
SAC,201602010SAC,2016,9,11,Darren Collison,Omri Casspi,Quincy Acy,Rajon Rondo,Rudy Gay
SAC,201602010SAC,2016,12,12,Darren Collison,Omri Casspi,Quincy Acy,Rajon Rondo,Willie Cauley-Stein
SAC,201602010SAC,2016,13,15,Darren Collison,Marco Belinelli,Omri Casspi,Quincy Acy,Willie Cauley-Stein
SAC,201602010SAC,2016,16,17,Darren Collison,Kosta Koufos,Marco Belinelli,Omri Casspi,Willie Cauley-Stein
SAC,201602010SAC,2016,18,19,Darren Collison,Kosta Koufos,Marco Belinelli,Rudy Gay,Willie Cauley-Stein
SAC,201602010SAC,2016,20,22,Darren Collison,Kosta Koufos,Marco Belinelli,Rajon Rondo,Rudy Gay
SAC,201602010SAC,2016,23,23,James Anderson,Kosta Koufos,Omri Casspi,Rajon Rondo,Rudy Gay
SAC,201602010SAC,2016,24,24,James Anderson,Omri Casspi,Rajon Rondo,Rudy Gay,Willie Cauley-Stein
SAC,201602010SAC,2016,25,27,Kosta Koufos,Marco Belinelli,Rajon Rondo,Rudy Gay,Willie Cauley-Stein
SAC,201602010SAC,2016,28,30,Marco Belinelli,Quincy Acy,Rajon Rondo,Rudy Gay,Willie Cauley-Stein
SAC,201602010SAC,2016,31,31,James Anderson,Quincy Acy,Rajon Rondo,Rudy Gay,Willie Cauley-Stein
SAC,201602010SAC,2016,32,32,James Anderson,Omri Casspi,Quincy Acy,Rajon Rondo,Rudy Gay
SAC,201602010SAC,2016,33,33,Darren Collison,James Anderson,Omri Casspi,Quincy Acy,Rajon Rondo
SAC,201602010SAC,2016,34,36,Darren Collison,James Anderson,Marco Belinelli,Omri Casspi,Quincy Acy
SAC,201602010SAC,2016,37,39,Darren Collison,Kosta Koufos,Marco Belinelli,Omri Casspi,Rudy Gay
SAC,201602010SAC,2016,40,43,Kosta Koufos,Marco Belinelli,Rajon Rondo,Rudy Gay,Willie Cauley-Stein
SAC,201602010SAC,2016,44,46,Kosta Koufos,Marco Belinelli,Omri Casspi,Rajon Rondo,Rudy Gay
SAC,201602010SAC,2016,47,47,James Anderson,Kosta Koufos,Omri Casspi,Rajon Rondo,Rudy Gay
MIL,201602010SAC,2016,0,5,Giannis Antetokounmpo,Greg Monroe,Jabari Parker,Khris Middleton,Michael Carter-Williams
MIL,201602010SAC,2016,6,6,Giannis Antetokounmpo,Jabari Parker,Khris Middleton,Michael Carter-Williams,Miles Plumlee
MIL,201602010SAC,2016,7,11,Jabari Parker,Jerryd Bayless,Khris Middleton,Michael Carter-Williams,Miles Plumlee
MIL,201602010SAC,2016,12,12,Giannis Antetokounmpo,Greg Monroe,Jerryd Bayless,Michael Carter-Williams,Rashad Vaughn
MIL,201602010SAC,2016,13,18,Giannis Antetokounmpo,Greg Monroe,Jerryd Bayless,Johnny O'Bryant,Rashad Vaughn
MIL,201602010SAC,2016,19,22,Greg Monroe,Jabari Parker,Khris Middleton,Michael Carter-Williams,Rashad Vaughn
MIL,201602010SAC,2016,23,24,Greg Monroe,Jabari Parker,Jerryd Bayless,Khris Middleton,Michael Carter-Williams
MIL,201602010SAC,2016,25,30,Giannis Antetokounmpo,Greg Monroe,Jabari Parker,Khris Middleton,Michael Carter-Williams
MIL,201602010SAC,2016,31,33,Giannis Antetokounmpo,Jerryd Bayless,Khris Middleton,Michael Carter-Williams,Miles Plumlee
MIL,201602010SAC,2016,34,36,Jabari Parker,Jerryd Bayless,Khris Middleton,Michael Carter-Williams,Miles Plumlee
MIL,201602010SAC,2016,37,38,Giannis Antetokounmpo,Jabari Parker,Jerryd Bayless,Miles Plumlee,Rashad Vaughn
MIL,201602010SAC,2016,39,42,Giannis Antetokounmpo,Greg Monroe,Jabari Parker,Jerryd Bayless,Rashad Vaughn
MIL,201602010SAC,2016,43,47,Giannis Antetokounmpo,Greg Monroe,Jabari Parker,Khris Middleton,Michael Carter-Williams
SAC,201602030SAC,2016,0,5,DeMarcus Cousins,Marco Belinelli,Rajon Rondo,Rudy Gay,Willie Cauley-Stein
SAC,201602030SAC,2016,6,7,DeMarcus Cousins,Marco Belinelli,Omri Casspi,Rajon Rondo,Willie Cauley-Stein
SAC,201602030SAC,2016,8,9,Darren Collison,DeMarcus Cousins,Kosta Koufos,Marco Belinelli,Omri Casspi
SAC,201602030SAC,2016,10,14,Ben McLemore,Darren Collison,Kosta Koufos,Omri Casspi,Rudy Gay
SAC,201602030SAC,2016,15,16,Ben McLemore,Darren Collison,DeMarcus Cousins,Omri Casspi,Rudy Gay
SAC,201602030SAC,2016,17,19,Ben McLemore,Darren Collison,DeMarcus Cousins,Marco Belinelli,Omri Casspi
SAC,201602030SAC,2016,20,22,Darren Collison,DeMarcus Cousins,Marco Belinelli,Rajon Rondo,Willie Cauley-Stein
SAC,201602030SAC,2016,23,23,Ben McLemore,DeMarcus Cousins,Marco Belinelli,Rajon Rondo,Rudy Gay
SAC,201602030SAC,2016,24,29,DeMarcus Cousins,Marco Belinelli,Rajon Rondo,Rudy Gay,Willie Cauley-Stein
SAC,201602030SAC,2016,30,31,DeMarcus Cousins,Kosta Koufos,Marco Belinelli,Rajon Rondo,Rudy Gay
SAC,201602030SAC,2016,32,33,DeMarcus Cousins,Marco Belinelli,Omri Casspi,Rajon Rondo,Rudy Gay
SAC,201602030SAC,2016,34,36,Ben McLemore,Darren Collison,DeMarcus Cousins,Omri Casspi,Rajon Rondo
SAC,201602030SAC,2016,37,39,Ben McLemore,Darren Collison,Kosta Koufos,Omri Casspi,Rudy Gay
SAC,201602030SAC,2016,40,40,Darren Collison,Kosta Koufos,Marco Belinelli,Omri Casspi,Rudy Gay
SAC,201602030SAC,2016,41,43,Darren Collison,DeMarcus Cousins,Marco Belinelli,Rajon Rondo,Willie Cauley-Stein
SAC,201602030SAC,2016,44,47,Darren Collison,DeMarcus Cousins,Marco Belinelli,Rajon Rondo,Rudy Gay
CHI,201602030SAC,2016,0,7,Derrick Rose,E'Twaun Moore,Pau Gasol,Taj Gibson,Tony Snell
CHI,201602030SAC,2016,8,11,Bobby Portis,Derrick Rose,Doug McDermott,E'Twaun Moore,Pau Gasol
CHI,201602030SAC,2016,12,12,Bobby Portis,Derrick Rose,Doug McDermott,Kirk Hinrich,Pau Gasol
CHI,201602030SAC,2016,13,16,Aaron Brooks,Bobby Portis,Doug McDermott,Kirk Hinrich,Taj Gibson
CHI,201602030SAC,2016,17,17,Aaron Brooks,Bobby Portis,E'Twaun Moore,Kirk Hinrich,Taj Gibson
CHI,201602030SAC,2016,18,18,E'Twaun Moore,Kirk Hinrich,Pau Gasol,Taj Gibson,Tony Snell
CHI,201602030SAC,2016,19,19,Bobby Portis,Derrick Rose,E'Twaun Moore,Pau Gasol,Tony Snell
CHI,201602030SAC,2016,20,24,Derrick Rose,Doug McDermott,E'Twaun Moore,Pau Gasol,Tony Snell
CHI,201602030SAC,2016,25,31,Derrick Rose,E'Twaun Moore,Pau Gasol,Taj Gibson,Tony Snell
CHI,201602030SAC,2016,32,33,Bobby Portis,Derrick Rose,Doug McDermott,E'Twaun Moore,Taj Gibson
CHI,201602030SAC,2016,34,36,Bobby Portis,Derrick Rose,Doug McDermott,E'Twaun Moore,Pau Gasol
CHI,201602030SAC,2016,37,40,Aaron Brooks,Bobby Portis,Doug McDermott,Kirk Hinrich,Taj Gibson
CHI,201602030SAC,2016,41,42,Aaron Brooks,Doug McDermott,Kirk Hinrich,Pau Gasol,Taj Gibson
CHI,201602030SAC,2016,43,43,Derrick Rose,Doug McDermott,E'Twaun Moore,Pau Gasol,Taj Gibson
CHI,201602030SAC,2016,44,47,Derrick Rose,E'Twaun Moore,Kirk Hinrich,Pau Gasol,Taj Gibson
SAC,201602050BRK,2016,0,3,DeMarcus Cousins,Marco Belinelli,Rajon Rondo,Rudy Gay,Willie Cauley-Stein
SAC,201602050BRK,2016,4,7,DeMarcus Cousins,Marco Belinelli,Omri Casspi,Rajon Rondo,Willie Cauley-Stein
SAC,201602050BRK,2016,8,9,DeMarcus Cousins,Kosta Koufos,Marco Belinelli,Omri Casspi,Rajon Rondo
SAC,201602050BRK,2016,10,10,Ben McLemore,Kosta Koufos,Marco Belinelli,Omri Casspi,Rajon Rondo
SAC,201602050BRK,2016,11,12,Ben McLemore,Darren Collison,Kosta Koufos,Omri Casspi,Quincy Acy
SAC,201602050BRK,2016,13,13,Ben McLemore,Darren Collison,Omri Casspi,Quincy Acy,Rudy Gay
SAC,201602050BRK,2016,14,14,Ben McLemore,Darren Collison,DeMarcus Cousins,Omri Casspi,Quincy Acy
SAC,201602050BRK,2016,15,15,Ben McLemore,Darren Collison,DeMarcus Cousins,James Anderson,Quincy Acy
SAC,201602050BRK,2016,16,16,Ben McLemore,Darren Collison,DeMarcus Cousins,James Anderson,Willie Cauley-Stein
SAC,201602050BRK,2016,17,19,Darren Collison,DeMarcus Cousins,James Anderson,Rajon Rondo,Willie Cauley-Stein
SAC,201602050BRK,2016,20,24,DeMarcus Cousins,James Anderson,Marco Belinelli,Rajon Rondo,Willie Cauley-Stein
SAC,201602050BRK,2016,25,29,DeMarcus Cousins,Marco Belinelli,Omri Casspi,Rajon Rondo,Willie Cauley-Stein
SAC,201602050BRK,2016,30,31,DeMarcus Cousins,James Anderson,Marco Belinelli,Omri Casspi,Rajon Rondo
SAC,201602050BRK,2016,32,32,Darren Collison,DeMarcus Cousins,James Anderson,Omri Casspi,Rajon Rondo
SAC,201602050BRK,2016,33,34,Darren Collison,DeMarcus Cousins,James Anderson,Kosta Koufos,Rajon Rondo
SAC,201602050BRK,2016,35,36,Ben McLemore,Darren Collison,Kosta Koufos,Rajon Rondo,Willie Cauley-Stein
SAC,201602050BRK,2016,37,37,Ben McLemore,Darren Collison,Kosta Koufos,Marco Belinelli,Willie Cauley-Stein
SAC,201602050BRK,2016,38,39,Ben McLemore,Darren Collison,Kosta Koufos,Marco Belinelli,Omri Casspi
SAC,201602050BRK,2016,40,42,Darren Collison,DeMarcus Cousins,Marco Belinelli,Omri Casspi,Willie Cauley-Stein
SAC,201602050BRK,2016,43,44,Darren Collison,DeMarcus Cousins,Marco Belinelli,Rajon Rondo,Willie Cauley-Stein
SAC,201602050BRK,2016,45,47,Darren Collison,DeMarcus Cousins,Marco Belinelli,Omri Casspi,Rajon Rondo
BRK,201602050BRK,2016,0,4,Brook Lopez,Donald Sloan,Joe Johnson,Thaddeus Young,Wayne Ellington
BRK,201602050BRK,2016,5,9,Bojan Bogdanovic,Brook Lopez,Joe Johnson,Shane Larkin,Thaddeus Young
BRK,201602050BRK,2016,10,12,Andrea Bargnani,Bojan Bogdanovic,Joe Johnson,Shane Larkin,Thomas Robinson
BRK,201602050BRK,2016,13,13,Andrea Bargnani,Bojan Bogdanovic,Markel Brown,Shane Larkin,Thomas Robinson
BRK,201602050BRK,2016,14,15,Andrea Bargnani,Brook Lopez,Markel Brown,Shane Larkin,Wayne Ellington
BRK,201602050BRK,2016,16,19,Brook Lopez,Donald Sloan,Joe Johnson,Thaddeus Young,Wayne Ellington
BRK,201602050BRK,2016,20,22,Bojan Bogdanovic,Brook Lopez,Donald Sloan,Joe Johnson,Thaddeus Young
BRK,201602050BRK,2016,23,32,Brook Lopez,Donald Sloan,Joe Johnson,Thaddeus Young,Wayne Ellington
BRK,201602050BRK,2016,33,34,Bojan Bogdanovic,Brook Lopez,Donald Sloan,Thaddeus Young,Wayne Ellington
BRK,201602050BRK,2016,35,35,Andrea Bargnani,Bojan Bogdanovic,Brook Lopez,Donald Sloan,Wayne Ellington
BRK,201602050BRK,2016,36,38,Andrea Bargnani,Bojan Bogdanovic,Shane Larkin,Thomas Robinson,Wayne Ellington
BRK,201602050BRK,2016,39,39,Andrea Bargnani,Bojan Bogdanovic,Markel Brown,Shane Larkin,Thomas Robinson
BRK,201602050BRK,2016,40,41,Bojan Bogdanovic,Brook Lopez,Joe Johnson,Shane Larkin,Thaddeus Young
BRK,201602050BRK,2016,42,47,Bojan Bogdanovic,Brook Lopez,Donald Sloan,Joe Johnson,Thaddeus Young
SAC,201602070BOS,2016,0,4,DeMarcus Cousins,James Anderson,Marco Belinelli,Rajon Rondo,Willie Cauley-Stein
SAC,201602070BOS,2016,5,6,DeMarcus Cousins,James Anderson,Kosta Koufos,Marco Belinelli,Rajon Rondo
SAC,201602070BOS,2016,7,8,DeMarcus Cousins,Kosta Koufos,Marco Belinelli,Omri Casspi,Rajon Rondo
SAC,201602070BOS,2016,9,12,Darren Collison,Kosta Koufos,Marco Belinelli,Omri Casspi,Rajon Rondo
SAC,201602070BOS,2016,13,15,Darren Collison,James Anderson,Kosta Koufos,Omri Casspi,Willie Cauley-Stein
SAC,201602070BOS,2016,16,17,Darren Collison,DeMarcus Cousins,James Anderson,Omri Casspi,Willie Cauley-Stein
SAC,201602070BOS,2016,18,18,Darren Collison,DeMarcus Cousins,James Anderson,Quincy Acy,Rajon Rondo
SAC,201602070BOS,2016,19,20,Darren Collison,DeMarcus Cousins,Marco Belinelli,Quincy Acy,Rajon Rondo
SAC,201602070BOS,2016,21,24,DeMarcus Cousins,Marco Belinelli,Omri Casspi,Rajon Rondo,Seth Curry
SAC,201602070BOS,2016,25,30,DeMarcus Cousins,James Anderson,Marco Belinelli,Rajon Rondo,Willie Cauley-Stein
SAC,201602070BOS,2016,31,32,Darren Collison,DeMarcus Cousins,Kosta Koufos,Marco Belinelli,Rajon Rondo
SAC,201602070BOS,2016,33,35,Darren Collison,DeMarcus Cousins,Kosta Koufos,Omri Casspi,Rajon Rondo
SAC,201602070BOS,2016,36,36,Darren Collison,Kosta Koufos,Omri Casspi,Rajon Rondo,Willie Cauley-Stein
SAC,201602070BOS,2016,37,39,Darren Collison,Kosta Koufos,Marco Belinelli,Omri Casspi,Willie Cauley-Stein
SAC,201602070BOS,2016,40,40,Darren Collison,DeMarcus Cousins,Marco Belinelli,Omri Casspi,Willie Cauley-Stein
SAC,201602070BOS,2016,41,42,DeMarcus Cousins,Marco Belinelli,Omri Casspi,Rajon Rondo,Willie Cauley-Stein
SAC,201602070BOS,2016,43,44,Darren Collison,DeMarcus Cousins,Marco Belinelli,Rajon Rondo,Willie Cauley-Stein
SAC,201602070BOS,2016,45,47,Darren Collison,DeMarcus Cousins,Marco Belinelli,Omri Casspi,Rajon Rondo
BOS,201602070BOS,2016,0,6,Amir Johnson,Avery Bradley,Isaiah Thomas,Jae Crowder,Jared Sullinger
BOS,201602070BOS,2016,7,9,Amir Johnson,Evan Turner,Isaiah Thomas,Jae Crowder,Marcus Smart
BOS,201602070BOS,2016,10,10,Amir Johnson,Evan Turner,Jae Crowder,Kelly Olynyk,Marcus Smart
BOS,201602070BOS,2016,11,12,Evan Turner,Jae Crowder,Jonas Jerebko,Kelly Olynyk,Marcus Smart
BOS,201602070BOS,2016,13,14,Evan Turner,Jonas Jerebko,Kelly Olynyk,Marcus Smart,Tyler Zeller
BOS,201602070BOS,2016,15,18,Avery Bradley,Evan Turner,Kelly Olynyk,Marcus Smart,Tyler Zeller
BOS,201602070BOS,2016,19,19,Avery Bradley,Evan Turner,Jared Sullinger,Marcus Smart,Tyler Zeller
BOS,201602070BOS,2016,20,21,Avery Bradley,Isaiah Thomas,Jared Sullinger,Marcus Smart,Tyler Zeller
BOS,201602070BOS,2016,22,31,Amir Johnson,Avery Bradley,Isaiah Thomas,Jae Crowder,Jared Sullinger
BOS,201602070BOS,2016,32,33,Evan Turner,Isaiah Thomas,Jared Sullinger,Kelly Olynyk,Marcus Smart
BOS,201602070BOS,2016,34,38,Evan Turner,Jonas Jerebko,Kelly Olynyk,Marcus Smart,Tyler Zeller
BOS,201602070BOS,2016,39,39,Avery Bradley,Evan Turner,Jonas Jerebko,Marcus Smart,Tyler Zeller
BOS,201602070BOS,2016,40,42,Avery Bradley,Evan Turner,Jae Crowder,Marcus Smart,Tyler Zeller
BOS,201602070BOS,2016,43,45,Avery Bradley,Evan Turner,Isaiah Thomas,Jae Crowder,Tyler Zeller
BOS,201602070BOS,2016,46,47,Avery Bradley,Isaiah Thomas,Jae Crowder,Jared Sullinger,Marcus Smart
SAC,201602080CLE,2016,0,4,DeMarcus Cousins,Marco Belinelli,Rajon Rondo,Rudy Gay,Willie Cauley-Stein
SAC,201602080CLE,2016,5,5,DeMarcus Cousins,James Anderson,Marco Belinelli,Rajon Rondo,Willie Cauley-Stein
SAC,201602080CLE,2016,6,9,James Anderson,Kosta Koufos,Marco Belinelli,Rajon Rondo,Willie Cauley-Stein
SAC,201602080CLE,2016,10,12,Darren Collison,James Anderson,Kosta Koufos,Omri Casspi,Rajon Rondo
SAC,201602080CLE,2016,13,14,Darren Collison,James Anderson,Kosta Koufos,Omri Casspi,Rudy Gay
